App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month
Swiggy,2023-05-08 16:05:16,Quality is not good. Food ordered was not Hot and seems like cooked long before order.,1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2023-05-08 16:12:02,4.31.1,2023-05
Swiggy,2023-04-27 13:25:40,"from UI to customer care services, Swiggy has been doing a pretty good job.",5,0,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2023-04-27 13:31:56,4.31.1,2023-04
Swiggy,2023-05-28 14:38:52,Worst experience I have ordered food from swiggy n it was stale n uncooked instead of full refund they just refunded Rs25... I'm not gonna use this aap ever again,1,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2023-05-28 14:42:01,4.31.1,2023-05
Swiggy,2023-07-06 16:20:57,Their staff is literally ridiculous and does not now how to talk it's never been with Zomato or blinkit,1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2023-07-06 16:22:21,4.35.4,2023-07
Swiggy,2023-06-09 10:08:00,I just love the swiggy app and I just love to the food of restaurants it's amazing and fast fast delivery and very amazing taste very amazing packaging of food totally amazing 😍😍,5,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-06-09 10:11:57,4.29.1,2023-06
Swiggy,2023-05-01 08:32:10,"Edit - I already emailed 👎DON'T ORDER CAKE. Ordered a Cake from Swiggy, but it got damaged completely. While contacting the Support via chat, the bot closed the chat & asked to email. Then i called the CC executive & he again asked me to email. But he accepted that the cake was damaged while delivering it (by rider). On email i got a reply that ""Swiggy"" can not initiate refund or redeliver cake & asking me to Rate ""Restaurant"" why i would rate negatively to Restaurant, if its Swiggy mistake.",1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-05-01 08:41:55,4.31.1,2023-05
Swiggy,2023-05-07 09:15:39,Very bad experience this app my order is not delivered on time and not costumer care take call so very bad service,1,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2023-05-07 09:21:55,4.29.0,2023-05
Swiggy,2023-04-30 17:18:37,Worst experience.I ordered something and got something else and delivery person marked delivered without delivering the order,1,0,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2023-04-30 17:22:02,4.31.1,2023-04
Swiggy,2023-05-17 15:59:46,This app is very nice it gives so much coupons and delivery partners are also very nice thank you swiggy,5,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-05-17 16:01:55,4.27.1,2023-05
Swiggy,2023-06-11 10:26:57,I experienced delay in every order. Sometimes it is more than 1 hour as well,1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2023-06-11 10:31:54,4.31.1,2023-06
Swiggy,2023-05-06 16:58:51,Absolutely pathetic service. Got an update after 1.5 hours about non-availability of item.,1,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2023-05-06 17:02:00,4.30.2,2023-05
Swiggy,2023-05-07 17:11:37,Bug in Application: Swiggy throws food order status notifications even after account is logged out.,3,0,"Hello there, we're sorry for the unpleasant experience. Please share your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-05-07 17:11:59,4.31.1,2023-05
Swiggy,2023-06-12 17:59:21,"Very bad service, and there is no customer care support for issues.",1,0,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2023-06-12 18:01:59,4.31.1,2023-06
Swiggy,2023-05-12 14:54:11,On time delivery and prices also low compare to other apps thanks to swiggy all the best,5,0,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2023-05-12 15:01:58,4.30.2,2023-05
Swiggy,2023-04-29 07:22:35,"Great functionality , easy to navigate and never fails !",5,0,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2023-04-29 07:32:01,4.31.1,2023-04
Swiggy,2023-05-23 15:23:26,Very worst behaviour of delivery partners and not delivered at time very delay delivery.... Zomato is better than swiggy,1,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2023-05-23 15:31:58,4.29.0,2023-05
